Nombre,Numero_Expediente,Edad
Raquel Lobo Peña,8963269256,21
Julio Coronado Cadena,8346587361,23
Alan Ortiz Cano,8821424583,20
Susana Jimenez Elías,0038899031,23
Julián Balderrama Vazquez,6011711473,23
Adán Nuñez Rosas,3883211924,25
Alberto Balderrama Durazo,3753491427,23
Sebastián Arvizu Valle,1738649360,21
Kimberly Islas Wong,9044854183,21
Kevin Almada Coronado,6135895297,22
Ema Castañeda Domínguez,8196943079,22
Fernanda Andre Moreno,8280047784,23
Juan Islas Medina,5154977698,24
Ana Monteverde Orozco,2642989135,24
Kim Fernandez Andre,8705106969,21
María Chávez Córdova,9796310643,25
Raquel Heras Castañeda,2564263602,18
Karina Gutierrez Ortiz,8794040316,19
Karina Balderrama Cano,0914901572,20
César González Cruz,5934698810,20
Sebastián Domínguez Pulido,9782345440,18
Julián Mendoza Peña,3151570580,24
Guadalupe Reyes Rojas,5963348365,21
César Galaz Ozuna,6916356893,23
Domingo Ochoa Fernandez,6031559282,21
Domingo Medina López,3936520670,24
Mario Verduzco Tellez,9875565556,21
Susana Durazo Andre,0180493986,22
Rosa García García,7503677186,25
Kimberly Piña Fernandez,9533103699,20
Kimberly Aldama Cuevas,9714147619,23
Elvia Islas Domínguez,2519663365,24
Alan Arroyo Valenzuela,0746826284,21
Isabel Pérez Elías,6041613821,21
Kevin Romero Peña,3527951265,20
Sebastián Valle Almada,0661732489,20
José Arroyo Arredondo,0046982391,18
Ada Mata Rodríguez,4253415086,22
Rosa Cadena Chávez,6195126948,25
Kevin López Córdova,8857409317,18
Kimberly Medina Cano,0871925445,21
Karla Jimenez González,9778391507,22
Adán Pulido Moreno,5575983591,20
Sebastián Rodríguez Galaz,1525811439,19
Socorro Pino Rojas,2639691153,20
Juan Verduzco Leo,0464549844,18
Regina Monteverde Aldama,7718901974,19
Rafael Rojas Escalante,3221710953,20
Kevin Camacho Mendez,1517013286,19
José Martínez Heras,6389017285,25
Guadalupe Ortiz Espinoza,8220696754,24
Karla Arredondo Mendez,6006635468,24
Karen Chávez Galaz,9295756350,25
Karina Reza Pino,6834043595,22
Karina Lobo Heras,4584939171,19
Luis Balderrama Ayala,1309056505,23
Ana González Ramos,0912619305,25
Brian Aldama Orozco,3012039355,22
Eva Andre Ortiz,5284834882,22
Carlos Ramirez Flores,3879310503,18
Juan Flores Pino,4983037018,23
Rosa Espinoza Mata,3099251232,25
Rosa Ayala Chávez,7326802756,20
Carlos Elías Elías,4563333144,22
Kim Chávez Cabada,6887754053,19
Fernanda Arvizu Rosas,6736451062,19
Lourdes Orozco Cabada,4439836476,24
Mariana Andre Mata,6231570699,21
Socorro Coronado Lobo,3989499946,19
José González Encinas,9212551763,21
Fernanda González Reyes,3010257394,24
Kenia Islas Ozuna,3935684101,19
Regina Ayala Nuñez,1551563404,20
Kevin Orozco Mata,5380549624,24
Luis Almada Arredondo,1217725439,21
Luis Orozco Ayala,1098979067,21
Raquel Pino Moreno,9153984393,24
Kenia Mata Valenzuela,2920780237,24
Rafael Orozco Romero,4691404996,18
Adán Ochoa García,0312212498,23
Sebastián Leo Chávez,0299925303,23
Carlos Ramos Rosales,5231192253,22
Czarina Nuñez Chávez,6333681575,22
Karla Andre Cadena,8774721121,19
Julián Lobo Arroyo,4444569988,23
César Castañeda Cruz,8470233522,18
Alberto Pino Garza,9996501628,22
Ernesto Cuevas Vazquez,8211330149,24
Raquel Pino Reyes,2608467951,19
Karina Reza Ramirez,0574090260,20
Carlos Mendez Lobo,0740804962,25
Susana Garza Ayala,2020898217,19
Julián Domínguez Mendoza,4624897267,19
César Mata Caro,2844877163,25
Julián Ramirez Arredondo,4849420519,23
María Cuevas Peña,7699142922,23
Armando Monteverde Peña,0337779671,20
Elvia Cruz Valle,0467558052,22
Kevin Valenzuela Aldama,3705169774,18
Eva Heras Nuñez,4498029840,18
Kevin Vazquez García,2133042143,24
José Cuevas Medina,4629534649,21
Rosa Nuñez Galaz,7067039963,20
Brian Cuevas Alemán,6444348331,20
Ernesto Ayala Escalante,9818085733,20
Alan Valle Espinoza,8755866977,19
Ana Elías Cabada,3818032866,20
Juan Cano Fernandez,5659391294,24
Adán Mancera Ramirez,0111329623,19
Fernanda Heras Verduzco,4702882188,22
Isabel González Domínguez,7616444229,23
Fernanda Ortiz Rodríguez,4042856681,18
Elvia González Mata,9003025630,18
Ernesto Coronado Mancera,1911737388,23
Ema Coronado Arredondo,7856664996,20
Carlos Mendez Caro,3275765175,22
Raquel Ayala Garza,0696837252,18
Mario Mendoza Balderrama,5456777776,20
América Encinas Coronado,0053839110,22
Ema Ramirez Ayala,4493539772,23
Regina Flores Coronado,1679772507,20
Domingo Rosales Rosas,8631224070,21
Alan Flores García,7882062168,18
César Islas Andre,2591726789,20
Raquel Ortiz Coronado,8767530218,19
Mariana Espinoza Mancera,7413520386,22
Ana Lobo Castañeda,2777069082,25
Alan Arredondo Rosas,1696754756,20
Czarina Gutierrez Ramirez,9020498591,21
José Reza Balderrama,2516386240,25
María Ramos Medina,3526324937,22
Luis Fernandez Escalante,2269416833,22
Guadalupe Vazquez Flores,0431695417,24
Kenia Rojas Heras,0663456081,18
Sebastián Rodríguez Valenzuela,4473610810,21
Adán Mancera Yanes,9097509937,19
Luis Moreno Almada,4973356390,20
Julio Romero Galaz,4337344993,20
Ema Cruz Ramirez,8076806927,18
América Mendez Tellez,0214824641,20
César González Castañeda,3058240666,20
Karina Camacho Garza,8302094288,20
Julio Fernandez Cabada,1597743057,21
Adán Ozuna Jimenez,2713802560,22
Alan Arvizu Jimenez,7230862986,21
Kenia Gutierrez Jimenez,7803577722,23
Rosa Nuñez García,3386953711,18
Teresa Elías Verduzco,4960956577,21
Juan López Pulido,0825259285,23
Sebastián Arvizu Flores,7103183730,18
Karla Domínguez Encinas,3675661203,23
Julián Escalante Castañeda,3528356235,25
Domingo Orozco Lobo,8803658927,22
Julián Andre Espinoza,4586692858,24
Juan Martínez Leo,4475479084,22
Kim Cuevas Encinas,8053660492,20
Kevin Piña Rojas,8661275053,18
Carlos Castañeda Mendoza,0911647507,22
Ernesto Martínez Verduzco,4127008987,19
Rosa Elías Coronado,7056192270,25
Guadalupe Cano Coronado,5918853794,22
María Arroyo Yanes,3779773520,24
Mariana Rojas Calles,3150013362,22
Luis Orozco Mendoza,3922774892,23
Regina Gutierrez Fernandez,7417900701,23
Rosa Espinoza Mendez,0062391264,25
Teresa Garza Arvizu,4513039466,20
Ana Ramos Heras,3612090502,18
Elvia Pérez Valle,3877377953,19
Armando Pérez Coronado,4656610311,19
Guadalupe Mendoza López,7851952253,23
Regina Arvizu Cadena,2918947142,25
Ana González Medina,9684203590,23
Luis Cadena Valenzuela,0661448123,23
Fernanda Gutierrez Ramos,8317124461,24
José Córdova Islas,2075458204,20
Eva Ochoa Balderrama,6745360448,18
Kenia García Jimenez,8613371942,23
Luis Ramirez Yanes,3041145437,21
Ema García Ayala,0664052291,18
Socorro Verduzco Arredondo,1663610319,18
Isabel Pulido Pino,8431377456,18
Teresa Cruz Ayala,2300426559,21
Susana Galaz Ayala,5000171603,21
César Mata Rodríguez,4555709380,24
Mario Cruz Nuñez,6670669110,20
Luis Escalante Aldama,1061541769,20
María Medina Verduzco,2402789836,23
Regina Tellez Pulido,6900228242,21
Mariana Medina Leo,3828450883,22
Karen Reyes Arredondo,9515285458,23
Teresa Monteverde Mendoza,5832342421,24
Domingo López Rojas,3463539588,20
Socorro García Moreno,0080934430,19
Kevin Galaz Leo,2297576879,19
Carlos Domínguez Arroyo,4707107756,25
Eva Córdova Leo,2494030067,25
Ema Cano Nuñez,9487893979,25
Kim Coronado Camacho,3398187877,20
Susana Cadena Ramos,9698529382,22
Alberto Durazo Verduzco,2825409312,19
Luis Peña González,0839654593,18
Brian Castañeda Cadena,0298193116,20
Sebastián Gutierrez Galaz,5939703367,19
Ada Camacho Leo,0755246626,24
Karen Ramirez Cadena,2230543442,23
Julián Reyes Calles,0906976519,22
Karla Balderrama Andre,7387436198,19
Socorro Rosales Rosas,2383959538,22
Adán Pérez Arredondo,9385175024,18
Domingo Reyes Mancera,9009931495,25
Kimberly Leo Ozuna,5565641072,24
Kimberly Heras Valle,7788784129,19
Brian Valenzuela Verduzco,1110843623,24
Kenia Mendoza Mata,5944402824,22
Ana Mancera Galaz,4443882063,23
Karla Coronado Peña,9521798385,20
Czarina Elías Fernandez,8513568253,23
Guadalupe Valenzuela Arvizu,9179699305,22
Ema Ochoa Mata,7396574282,18
América Wong Mendoza,3800073527,20
Mario Rojas Pulido,0187994483,24
Mario Mendoza Medina,5024448876,21
Ana Fernandez Peña,5623222641,19
Rafael Encinas Monteverde,9859361366,21
Kevin Rojas Pulido,5960081839,20
Fernanda Caro Cuevas,2631371775,18
Domingo Arroyo Pulido,8071902434,20
Adán Cruz Coronado,9096183438,19
Sebastián Rodríguez Nuñez,4975005068,23
Adán Islas Rojas,9649807732,20
Lourdes Rosales Moreno,3035056744,23
Raquel Caro Arredondo,2717871363,25
Luis Peña Cabada,7031706659,21
Sebastián Fernandez Espinoza,0991348240,20
Isabel Jimenez Mancera,0429592766,21
César Espinoza Escalante,8784995177,24
Carlos Encinas Galaz,6267186439,20
Karla Ozuna Verduzco,2060362302,25
Rosa Elías Mancera,3808140303,22
América Lobo Rosas,8338345452,19
Susana Leo Alemán,5907863001,25
Kim Peña Arroyo,2926994949,18
Mariana Durazo Calles,7983192571,24
César Fernandez Arroyo,7471892648,18
Sebastián Cadena Cano,2241865590,24
Rosa Domínguez Camacho,7928456967,18
José Galaz Arroyo,2556095514,19
Elvia Peña Yanes,5662681701,19
Lourdes Alemán Castañeda,2259498506,25
Brian Monteverde Cadena,2874961031,24
Adán Aldama Vazquez,7575374427,25
José Cano Arvizu,4667114204,19
América Ozuna Martínez,9918498466,25
Karen Coronado Islas,9228366816,19
Rafael Gutierrez Galaz,5353032343,21
César Leo Encinas,9759765669,18
Domingo González Castañeda,9287830109,21
Carlos Mendoza Jimenez,5846853639,18
Elvia Arroyo Moreno,6643018503,18
Ernesto Romero Garza,3853026666,23
César Cuevas Balderrama,4011902591,19
Kenia Córdova Nuñez,8960910029,23
Julio Cruz Heras,4107764092,21
Karen Mendez Valle,6847074285,18
Ana Ramos Encinas,2884963808,24
Carlos Garza Islas,4599559773,22
Alan Medina Reyes,2459580624,19
Guadalupe Castañeda Galaz,8643423533,23
Rosa Rosas Rojas,1379071111,22
Mario Islas Elías,3859787456,22
Mariana Yanes Mendoza,1955550977,25
Mario Arroyo Pino,0998849318,18
Rosa Valle Wong,8752442841,25
Mariana Galaz Cruz,6384958036,23
Czarina Arroyo Gutierrez,6517827791,20
Sebastián Ramos Tellez,1389328799,20
Rafael Lobo Heras,8279727842,21
Juan Ozuna Arroyo,4961759699,24
Julio López Arredondo,7064505888,20
Teresa Ayala Pérez,7539410848,24
Ana Arroyo Durazo,6146070411,19
Lourdes Rojas Leo,0802484455,24
Domingo Gutierrez Heras,2486297106,19
América Pulido Chávez,7843447676,21
Guadalupe Andre Lobo,2818580666,19
Isabel Ramirez Durazo,0226118545,20
Ernesto Cruz Yanes,0830307928,21
Ada Tellez Balderrama,0335271134,20
Mario González López,4728075485,25
Karen Lobo Córdova,2454549660,19
Ada Garza Cadena,8818415961,21
Julio Nuñez Tellez,0585428088,19
Luis Piña Reza,5458837943,21
Kevin Escalante Rojas,5200344153,22
Karla Durazo Nuñez,3709516967,24
Domingo Pérez Cano,6418956284,22
Lourdes Domínguez Lobo,1065990502,19
Ernesto Martínez López,6812679319,24
César Arredondo Aldama,3932656121,23
Karina Tellez Córdova,6411569899,24
Alberto Galaz Mendoza,3488105402,23
Fernanda Andre Pérez,5284958769,22
Sebastián Rojas Ramos,0910477212,20
Ana Valle Islas,5768486730,18
Alan Andre González,5286883394,24
Luis Pino Cano,7513771002,19
Kim Leo Garza,6568560678,19
Eva Pérez Peña,8934372293,18
Kim Flores Cabada,6933828102,23
Guadalupe Arredondo Wong,5567195350,24
Isabel Encinas Monteverde,0628709954,25
Alan Flores Ozuna,9142871612,20
Juan Monteverde Islas,0516274299,23
Susana Fernandez Ayala,9773775051,18
José Aldama Mata,1477433013,20
José Domínguez Medina,9196015605,21
Eva Alemán Espinoza,5833293027,18
Ema Mancera Reza,9201853704,22
Alberto López Yanes,1028439239,20
Susana Aldama Monteverde,9155403519,21
Mario Ochoa Rodríguez,6600406594,18
Karen Rosas Calles,1588481088,21
Elvia Pino Calles,8522424953,18
Alan Yanes Andre,3933648721,19
Armando Vazquez Garza,2048247410,23
Julián Vazquez Rosales,9825133118,22
Isabel Cadena Rosales,5167706608,21
Domingo Cano Ozuna,1187281709,24
Raquel Islas Calles,6016339524,19
Ada Flores Mendez,1484332235,24
Raquel Medina Verduzco,8347108814,19
Alberto Elías Pino,4175482966,20
Guadalupe Wong Arroyo,1454368208,25
Czarina Pérez Nuñez,6917380875,23
Ernesto Tellez Escalante,4164690839,20
Eva Tellez Ayala,0134226225,21
Ada García Vazquez,3311904637,24
Kimberly Valle Fernandez,3947134417,23
Luis Fernandez Ayala,3862111987,20
María Encinas Leo,0262615927,19
Ema Alemán Domínguez,7354088653,18
Kenia López Ozuna,5980815448,25
Luis Camacho Mata,1934483064,21
Domingo Monteverde Cuevas,1761376006,20
Julio Lobo Monteverde,6961578909,21
Ada Rojas Ortiz,5908389321,19
Fernanda Córdova Verduzco,2915762674,24
Susana Escalante Cabada,1821889357,23
Alberto Domínguez Rodríguez,7944786370,18
Kenia Andre Ramirez,5869193724,19
Luis Rodríguez Ochoa,9175496539,25
Fernanda Jimenez Ochoa,0720127087,21
Kenia Mancera Arvizu,5212445284,23
Ada Galaz Chávez,7030320420,18
Luis Valenzuela Romero,2941203246,24
Armando Arredondo Mancera,9468369963,21
Ernesto Elías Martínez,0953018299,22
Ada Medina Cadena,0930402822,24
María Coronado Reyes,2456996722,25
Eva Gutierrez Caro,7718299912,20
Eva Monteverde Córdova,0578151878,22
Julio García Córdova,0142337759,24
Ernesto Cano Ramirez,6624552555,20
Lourdes Yanes Aldama,9591351178,21
Socorro Fernandez Pino,5086440782,20
Luis Andre Vazquez,7668079718,23
Sebastián Ramirez Castañeda,3630574849,20
Kenia García Peña,5234341379,20
Julio Rosales Alemán,6935885858,23
Julio Fernandez Calles,7985456640,18
Armando Andre Orozco,8101802217,23
Ernesto Mendoza Aldama,2717145045,25
José Encinas Orozco,9879518921,22
Fernanda Valenzuela Peña,9025037613,19
Carlos Islas Romero,3080929177,22
Teresa Valle Yanes,1751296604,18
José Ozuna Ortiz,6882953489,22
Ana Ayala Camacho,9110961333,19
Elvia Rosales Heras,8475616340,24
Raquel Rosas Garza,8140445916,25
Julio Cadena Valle,7185217540,24
Brian Reza Garza,1821825828,21
Domingo Cadena Cadena,7330532662,19
Alan Heras Islas,6299985661,24
Lourdes Nuñez Monteverde,4203888034,24
Ema Cabada Balderrama,3618968537,24
Rafael Mata Andre,3248418383,20
Susana Yanes Vazquez,1312208270,19
María Mata Piña,5104254936,18
Rafael Elías Domínguez,1655901883,25
Lourdes Martínez Elías,0351456482,20
Armando Durazo Romero,6308354225,22
América Córdova Orozco,7505512077,22
Carlos Arroyo Rosales,6285312320,23
Susana Yanes Garza,5617139433,21
Ema Arroyo Vazquez,6714602972,24
Mario Nuñez Camacho,3934531431,22
Brian Aldama Piña,9719109316,22
Adán Espinoza Orozco,3115969569,21
Karina Vazquez Aldama,3993274520,23
Julián Ramos Reyes,4131422275,18
Julio Andre Rojas,4779172532,20
Adán Cabada Ozuna,4306832414,24
Alan Ortiz Heras,4993063601,22
María Calles Pulido,6080065899,18
Adán Islas Ramos,9293881800,24
Mario Calles Flores,0109966430,22
Sebastián Cruz Peña,2672177009,21
Adán Moreno Vazquez,7403204670,24
José Galaz Mendoza,7162433107,20
Adán Córdova Nuñez,2241607657,19
Lourdes Balderrama Córdova,6584097722,23
Eva Lobo Nuñez,4569145722,24
Mariana Galaz Pino,8375203649,20
Guadalupe Arroyo Galaz,0010078907,20
Armando Flores Cabada,6291654530,20
Mariana Gutierrez Domínguez,3096439728,22
Brian Cabada Arroyo,5354078902,19
Karen Encinas Pino,6988386324,23
América Andre Espinoza,0874093319,24
Isabel Verduzco López,3965367361,21
Socorro Rosas Valle,6972945413,24
Alan Monteverde Encinas,2687199741,20
Mariana Andre Escalante,2647153046,21
Isabel Pulido Rojas,7672650308,24
Isabel Elías Escalante,8516464527,18
Karen Arroyo Escalante,4283403631,22
Ernesto Elías Escalante,3584113271,18
Brian Arvizu Nuñez,1577025963,20
Mario Córdova Rosas,9042148753,21
Adán Valenzuela Ochoa,6296416240,21
Mario Peña Domínguez,3607267500,23
Rosa Ortiz Pulido,4199389828,21
Ernesto Ortiz Monteverde,8032190035,21
Kevin Arredondo Cuevas,2940993275,24
Ana Arroyo Garza,1257942035,25
Luis Heras Arvizu,5513824360,25
Teresa Rosales Espinoza,5753097773,21
Ada Cabada Medina,2733101659,21
César López Leo,6223872499,19
Alberto Cadena Domínguez,7555185347,18
María Mendoza Romero,6280466170,25
Ana Nuñez Durazo,5134231033,21
Mariana González Rodríguez,2746869524,18
Luis Rosas Durazo,2576245938,19
Kenia Coronado Yanes,7151122935,22
Raquel Rosales Cadena,8336210649,24
Mario Mendoza Lobo,6088719151,18
Ernesto Arvizu Martínez,3663962023,25
Raquel Garza Peña,1035359814,21
Elvia Ramos López,8269257386,22
Susana Gutierrez Cabada,2613885613,24
Armando Valenzuela Ochoa,3701964869,20
Ernesto Escalante Peña,9502944951,25
Teresa Encinas Cuevas,8736327431,21
Kim Pino Ramirez,8632981449,25
Regina Chávez Durazo,1958270922,18
César Ramos Jimenez,9104141132,21
Karen Balderrama Arroyo,4939755692,22
Julián Monteverde Andre,9400302735,24
Guadalupe Durazo Fernandez,3684420187,23
Brian Rojas Andre,8218594378,21
Sebastián Domínguez Mancera,1402059895,23
Carlos Calles Cadena,0842002408,23
Susana Flores Monteverde,2044260060,19
Raquel Pérez Alemán,7446775592,24
Eva Coronado Cadena,8497484605,22
Regina Reza Medina,9763770335,20
América Pérez Galaz,7185294210,21
Elvia López Calles,6610001450,25
Luis Orozco Ramirez,8179528771,25
Kimberly Valle Camacho,8109063015,20
Susana Ozuna Ramos,4020614442,22
Julio Heras Pino,9964544242,24
América Medina Almada,4201178524,22
Raquel Córdova Romero,1713956672,22
Domingo Fernandez Elías,8274844835,19
Kevin Ochoa Córdova,3733994128,25
Kim Orozco Encinas,0740392903,20
Luis Alemán Cano,6488868930,25
Rosa García Piña,6049834142,25
Susana Caro Lobo,0352488772,25
José Mendez Vazquez,7892189142,21
María Rosas Aldama,0241715268,24
Czarina Encinas Moreno,6270812883,21
Brian Monteverde Durazo,0880392090,25
Eva Elías Ozuna,7881141594,22
Socorro Rodríguez Martínez,0657985359,24
Brian Ozuna Piña,8062441527,20
Julián Ochoa Mata,7491436124,22
Karla Escalante Wong,0721340380,25
Susana Chávez Vazquez,9984175484,24
Domingo Balderrama Ochoa,2751925010,24
Elvia Mata Piña,3698294879,25
Julián Ozuna Martínez,9997997681,19
Rafael Gutierrez Córdova,8887459799,23
Brian Pino Camacho,6142414835,23
Elvia Mancera Rosas,2903823757,18
Kevin Arroyo Pérez,0264665277,20
Brian Arredondo Camacho,3822981173,24
Lourdes Alemán Vazquez,1866227313,20
Kevin Rosales Romero,3327501772,20
Kenia Reza Monteverde,0788349460,22
Armando Arvizu Arredondo,2083628565,22
Kevin Cabada Arroyo,3277144579,25
Rafael Mendoza Balderrama,5764751489,20
Kimberly Coronado Ramos,6123518436,21
Kenia Rosales Moreno,1541040470,19
Regina Islas Fernandez,0026132085,24
Luis Rosales Espinoza,6591926133,22
Fernanda Pino Galaz,1795453234,20
Raquel Valenzuela Piña,2409092143,24
Susana Elías Coronado,6306051962,21
Kenia Piña González,4988656356,23
Susana Rojas González,3212968082,23
Ada Reza Rosales,9039946365,22
Elvia Escalante Reyes,3431737233,21
Rosa Domínguez Cabada,2863569940,23
Kenia Balderrama Caro,4675118469,24
Carlos Andre González,7961093275,23
José Fernandez Ramirez,8144245238,24
América Espinoza Wong,2997053101,22
Rafael Jimenez Pulido,3516398832,24
Ana Leo Andre,1368290604,18
Regina Reyes Espinoza,5889450928,18
Czarina Ozuna Córdova,1140247256,21
Kevin Alemán Rosas,5371156288,18
Eva Heras Calles,1944694389,22
Rafael Cuevas García,6385510911,22
Luis Rosas Ozuna,7522683587,24
Regina Nuñez Islas,7587048510,24
Julio Rosales Monteverde,2173292441,22
Sebastián Mendez Nuñez,6663386655,24
José Rodríguez Ayala,4493652655,22
Mariana Encinas Piña,3992817090,18
Mario Valenzuela Reyes,3908533390,24
Adán Ramos Jimenez,7639566921,19
América Fernandez Tellez,6057942141,24
América Medina González,3536488313,19
José Elías Flores,9224114499,25
Luis Andre Ochoa,6563218091,25
Rosa Mata Cruz,1419793858,19
Alberto Aldama Ortiz,7923630976,24
Luis Ortiz Leo,3509723781,18
Sebastián Camacho Mendoza,1008964775,19
Karen Arvizu Córdova,7594339881,18
Lourdes Balderrama Elías,7422762970,19
Rafael Pulido Martínez,4355422219,20
Rafael Rodríguez Ozuna,8464292789,19
Elvia Heras Cabada,7922885822,19
Ema Espinoza Lobo,5709721231,24
Rafael Valle Aldama,3570096502,23
Ema Orozco Arroyo,4623257598,18
Brian Ramos Encinas,1402202988,22
Socorro Pulido Castañeda,2639669443,24
Luis Islas Rojas,3193163762,18
Sebastián Garza Escalante,4915676547,23
Ana Ramirez Cadena,2648321187,24
Eva Escalante Ozuna,1740487433,22
Susana Córdova Jimenez,2965227099,20
Karina Rosas Pulido,3807027116,22
Socorro Ochoa Domínguez,6934184900,21
Adán Rojas Cruz,2253479498,19
Ema Martínez Nuñez,3769064325,22
María Medina Encinas,7674414824,24
Raquel Martínez Orozco,8162305829,20
Ada Arvizu Mata,8470594327,23
Guadalupe Balderrama Arvizu,8976552040,20
Elvia Monteverde Galaz,8719408563,25
Domingo Moreno Monteverde,1084654708,20
Juan Ramos Durazo,9479794095,24
Julián Andre Mata,2393350632,22
Armando Domínguez Ramirez,9930107520,18
Susana Córdova Leo,7859968490,25
Sebastián Moreno Valenzuela,8304464760,22
Rafael Durazo Yanes,7540865811,18
Ana Castañeda Piña,7874114445,21
Sebastián Nuñez Piña,0347628963,25
Fernanda Flores Fernandez,8275738342,24
Teresa Medina Fernandez,9975085692,24
Alan Rojas Arroyo,7718303807,25
Teresa Alemán Calles,1649020007,25
Kevin Arredondo Vazquez,7593697927,20
Ernesto Almada Cruz,9766385874,19
Mario Almada Valenzuela,1761214814,18
Julio Arroyo González,4174871798,22
Domingo Chávez Calles,3486729221,20
Kenia Valenzuela Yanes,3643797170,24
Domingo Gutierrez Pulido,3103468624,19
Susana López Ochoa,0027629868,25
Mariana Encinas Cadena,9627490592,20
Armando Mata Arredondo,8045097769,22
Kimberly Mancera Ayala,1213454540,25
Fernanda Galaz Ortiz,0125148913,21
Elvia Medina Cano,2249775743,20
Kenia Islas Domínguez,8172571557,21
Julio Ozuna Córdova,1963712503,19
Domingo Aldama Rodríguez,9808104573,19
Socorro Ortiz Galaz,7298410384,21
Domingo Peña Flores,9856540285,22
Juan Pulido Andre,1102594955,23
Rosa Gutierrez Wong,3630374671,23
Sebastián Rosales Cuevas,1429299096,21
Carlos Espinoza Gutierrez,8789409303,21
Luis Monteverde Heras,2337379228,22
Domingo Yanes Mata,5160696360,21
Karen Mancera Monteverde,1282797262,23
Sebastián Andre Vazquez,8626102427,23
César Cano Reyes,2060550644,24
Domingo Aldama Jimenez,7566092468,25
Eva Verduzco Cabada,5860233687,22
Rafael Ortiz Reza,4234297344,18
Sebastián Cano Monteverde,5564068081,18
Czarina Moreno Rodríguez,3343398038,22
Kenia González Rodríguez,0903326733,23
Alan Mendez Orozco,8939403320,24
Karen Pino García,3185585618,21
Karla Yanes Pérez,0661335830,21
Adán Cano Caro,9533204680,20
María Romero Garza,6346394212,19
Sebastián Heras Escalante,2395201813,24
Brian Elías Lobo,0346735777,23
Elvia Ozuna Arroyo,1806055963,19
Rafael Caro Reyes,6793589599,20
Mario Flores Pino,5604446744,23
Susana Cruz Romero,2337553258,21
América Jimenez Valenzuela,8167871595,23
Adán Andre Flores,0673826183,22
Regina Cano Reza,2017388527,25
Ernesto Ozuna Domínguez,3590189837,19
Teresa Domínguez Cano,7700017234,23
Armando Valle González,3487045349,23
Mariana Martínez Valle,2775448955,19
Luis Verduzco Aldama,6003843708,20
Armando Reza Reyes,4401382314,22
Regina Domínguez Camacho,5204143591,22
Sebastián Valle Flores,3854612560,24
Juan Ochoa Coronado,2463278188,21
Alan Camacho García,0452454791,21
Kenia Ozuna Castañeda,8340785189,20
Karina Alemán Wong,3855903090,20
América Elías Cabada,2381481273,23
Kevin Galaz Flores,9360492702,19
Julio Camacho Rosas,3045871714,21
Czarina Valle Almada,1850154059,19
Ada Andre Reza,4156550818,22
Raquel Domínguez Gutierrez,3844497845,22
Julio Monteverde Fernandez,7523910923,24
Juan Cruz Rosales,0899622328,18
César Peña Almada,6923603439,19
Eva Cuevas Leo,0183427497,23
Alberto Wong Valenzuela,3173149705,20
Raquel Ochoa Aldama,7592914080,25
Susana Castañeda Verduzco,4300371188,25
Brian Camacho Heras,0366751081,23
Guadalupe Castañeda Arredondo,4321832886,21
Mariana Encinas Jimenez,6281012606,24
Sebastián Vazquez Medina,5933266767,20
Rafael Gutierrez Valle,1165029216,25
Czarina Islas Encinas,5784280646,22
Alan Andre Verduzco,4466445566,21
José Wong Rosas,6716478359,23
Armando Cuevas Heras,0722551151,18
Adán Tellez Pérez,1597956838,20
Elvia Rosas Mendoza,1264001046,23
Alberto Castañeda Vazquez,0060399160,20
Carlos Espinoza Valenzuela,0089417244,18
María Romero Calles,6033342167,20
Kevin Pérez Domínguez,6288681392,19
María Ochoa Orozco,7259583499,23
Guadalupe Reza Caro,9262579605,25
Rafael González Mendez,9337020649,19
Isabel Cuevas Heras,0104610205,25
Karla Rodríguez Calles,7823657844,18
Susana Mendez Rosales,4818924049,19
Elvia Calles Jimenez,3043778446,21
Alberto Espinoza Escalante,5192063439,19
María Aldama González,8378733468,22
Kenia Lobo Garza,2361212736,21
Julián Ramos Galaz,5082751374,25
Luis Caro Caro,8369392920,21
Alan Valle Durazo,6467963067,22
Alan Rosas Almada,0073314450,21
Karen Tellez Castañeda,3080975125,19
María Wong Reyes,4867659416,23
Karina Peña Caro,2498262592,21
Czarina Calles Calles,1773816217,22
Karla Islas Cabada,5885213238,18
José Heras Orozco,2331322950,23
Mario García Calles,8545754401,21
Adán Wong Wong,9015455868,22
Alan Camacho Aldama,4094676300,20
Domingo Monteverde Moreno,4725129674,20
Czarina López Peña,2544598349,23
Kevin Wong Peña,7015090738,20
Teresa Martínez Leo,9999899217,21
Luis Calles Nuñez,9626075133,19
Karina Arroyo Almada,0286196186,18
Domingo Fernandez Piña,7179582150,21
Mariana Leo Escalante,9923781696,24
Luis Aldama Moreno,2738900525,18
Lourdes Verduzco Monteverde,5065902098,23
Ernesto Galaz Cruz,3435396144,23
Karla Cuevas Rosas,2066503570,20
Brian Chávez Mendez,0769948995,19
Socorro Orozco Galaz,5585544573,25
Regina Mendoza Elías,3993479710,25
Mariana Mancera Coronado,5585010582,20
Karen Galaz Arredondo,6749354834,22
Karen Valle Rodríguez,4222652946,18
Eva Vazquez Cabada,1098508798,24
Ernesto Elías Fernandez,7936267127,21
Armando Escalante Cadena,5870554859,24
Julián Cruz Gutierrez,5391678219,21
Julián Cuevas Caro,0422925674,21
Karla Aldama Tellez,5000227666,22
Elvia Yanes Tellez,3470520834,25
Domingo Rojas Andre,6014727427,19
José Gutierrez Rosas,3588487137,22
Guadalupe García Córdova,2171544162,22
Guadalupe Alemán Pino,4633242476,23
